word,machine,human,label,emotion_intensity_score
careful,ṣọra,pẹ̀lẹ́pẹ̀lẹ́,trust,0.578
dutiful,tọkàntọkàn,tọkàntọkàn,trust,0.578
smile,rẹrin musẹ,rẹ́rìn múṣẹ́,trust,0.578
abundance,opo,ọ̀pọ̀,trust,0.57
connective,asopọ,àsopọ̀,trust,0.57
cuddle,cuddle,ìlọ́mọ́ni,trust,0.57
principal,olori,olórí,trust,0.57
unequivocal,alaigbagbọ,ìfẹnukò,trust,0.57
compass,Kompasi,ayíká,trust,0.57
measured,won,wọ̀n,trust,0.57
ordinance,ìlana,ifilélẹ̀,trust,0.57
modest,iwọntunwọnsi,ìwọ̀ntúnwọ̀nsì,trust,0.57
complement,iranlowo,ṣèrànwọ́,trust,0.57
pilot,awaokoofurufu,awakọ̀-òfurufú,trust,0.57
counsellor,Oludamoran,olùdámọ́ràn,trust,0.57
insure,ṣe iṣeduro,dójútófò,trust,0.57
guide,itọsọna,ìtọ́sọ́nà,trust,0.57
matron,matron,onítọ̀jú ilé-ẹ̀kọ́,trust,0.57
punctual,lásìkò,lásíkò,trust,0.57
heavenly,ọrun,ajẹmọ́ ọ̀run,trust,0.57
determinate,pinnu,pinnu,trust,0.57
immaculate,alaimo,mọ́,trust,0.57
everlasting,ayeraye,ayérayé,trust,0.57
adhering,adhering,ìtẹ̀lé,trust,0.57
apostle,aposteli,oníwàásù,trust,0.57
plausible,o ṣeeṣe,ṣeéṣe,trust,0.57
advise,ni imọran,ìmọ̀ràn,trust,0.57
volunteers,awọn oluyọọda,iṣẹ́ àtinúwá,trust,0.57
corroboration,ijẹrisi,ìjẹ́rìsí,trust,0.57
consult,kan si alagbawo,kàn sí,trust,0.57
relative,ojulumo,ìbátan,trust,0.57
unquestionably,laiseaniani,ká bi ọ́ ò sí,trust,0.57
pedigree,iran,ìran,trust,0.57
earned,mina,gba,trust,0.57
collaborator,alabaṣiṣẹpọ,alábàṣiṣẹ́pọ̀,trust,0.57
frankness,ododo,ìṣòdodo,trust,0.562
pleasant,dídùn,ládùn,trust,0.562
apostolic,apọsteli,ajẹmọ́ oníwàásù,trust,0.562
jurist,amofin,amòfin,trust,0.562
vitality,agbara,alágbára,trust,0.562
fort,odi,odi,trust,0.562
devout,olùfọkànsìn,olùfọkànsìn,trust,0.562
vigorous,alagbara,alágbára,trust,0.562
congregation,ijọ,ìjọ,trust,0.562
remarkable,o lapẹẹrẹ,lápẹrẹ,trust,0.562
ordination,isọdimimọ,ìfilélẹ̀,trust,0.562
save,fipamọ,fipamọ́,trust,0.562
curable,imularada,aṣeéwòsàn,trust,0.562
cohesion,isọdọkan,ìtẹ̀síwájú,trust,0.562
applaud,iyin,pàtẹ́wọ́,trust,0.562
uplift,gbe soke,gbésókè,trust,0.562
content,akoonu,àkòónú,trust,0.562
prize,joju,ẹ̀bùn,trust,0.562
earn,jo'gun,gbà,trust,0.562
compensate,isanpada,ìṣàtúnṣe,trust,0.562
strong,lagbara,lágbára,trust,0.562
jury,igbimọ,ẹgbẹ́ ìgbìmọ̀,trust,0.562
succeeding,aṣeyọri,ìṣàṣeyọrí,trust,0.562
soothing,itutu,atura,trust,0.562
lovemaking,ifẹ,ìbálópọ̀,trust,0.562
spotless,ailabawọn,aláìlábàwọ́n,trust,0.562
pertinent,ti o yẹ,wúlò,trust,0.562
concordance,concordance,ìṣọ̀kan,trust,0.562
admit,gba,gbàwọlé,trust,0.562
miracle,iyanu,iṣẹ́-ìyanu,trust,0.562
insight,ìjìnlẹ̀ òye,ìbojúwò,trust,0.562
treasurer,akápò,akápò,trust,0.562
betrothed,iyawo,àfẹ́sọ́nà,trust,0.555
prophet,woli,wòlí,trust,0.555
discretion,làákàyè,làákáyè,trust,0.555
auditor,ẹniti nṣe ayẹwo iwe owo,ayẹ̀we-owó-wò,trust,0.555
intuition,ogbon inu,Ọgbọ́n inú,trust,0.555
influential,gbajugbaja,gbajúgbajà,trust,0.555
precedence,iṣaaju,ìṣáájú,trust,0.555
illumination,itanna,ìtànná,trust,0.555
restorative,atunse,afúnilókun,trust,0.555
constant,ibakan,àìyípadà,trust,0.555
destined,kadara,kádàrá,trust,0.555
worship,ijosin,ìjọ́sìn,trust,0.555
foresight,awotẹlẹ,ìmọ̀tẹ́lẹ̀,trust,0.555
patience,s patienceru,sùúrù,trust,0.555
exalt,gbega,gbéga,trust,0.555
coach,ẹlẹsin,olùkọ́ni,trust,0.555
coalesce,akopọ,àdàlù,trust,0.555
impartial,ojúsàájú,àìṣojúṣàjú,trust,0.555
reunion,itungbepapo,ìtúngbépapọ̀,trust,0.555
midwife,agbẹbi,agbẹ̀bí,trust,0.555
mediate,alarina,olùlàjà,trust,0.555
cultivate,gbin,gbìn,trust,0.555
veteran,ogbologbo,àgbà,trust,0.555
congruence,iṣọkan,ìṣọ̀kan,trust,0.555
providing,pese,pípésè,trust,0.555
defender,olugbeja,olùgbèjà,trust,0.555
succeed,ṣe aṣeyọri,ṣàṣeyọrí,trust,0.555
vote,dibo,ìbò,trust,0.555
greatness,titobi,títóbi,trust,0.555
reconciliation,ilaja,ìlàjà,trust,0.555
buddy,ore,ọ̀rẹ́,trust,0.555
privacy,ìpamọ,ibi-ìkọ̀kọ̀,trust,0.555
inclusion,ifisi,àkópọ̀,trust,0.555
physicist,onimọ -jinlẹ,onímọ̀-ìjìnlẹ̀,trust,0.555
ambulance,ọkọ alaisan,ọkọ̀ aláìsàn,trust,0.555
meditate,ṣe àṣàrò,ṣe àṣàrò,trust,0.555
rejoice,yọ,yayọ̀,trust,0.547
readiness,imurasilẹ,ìmúrasílẹ̀,trust,0.547
forgive,dariji,dáríjì,trust,0.547
durable,ti o tọ,alálòpẹ́,trust,0.547
statement,gbólóhùn,gbólóhùn,trust,0.547
promises,awọn ileri,àwọn ìlérí,trust,0.547
reinforcement,imuduro,ìrànlọ́wọ́,trust,0.547
commanding,pipaṣẹ,pípàṣẹ,trust,0.547
prevalent,gbilẹ,gbilẹ̀,trust,0.547
salvation,igbala,ìgbàlà,trust,0.547
convent,convent,ibùgbé olùjọ́sìn,trust,0.547
impenetrable,impenetrable,àìlèlujá,trust,0.547
cheer,idunnu,ìdùnnú,trust,0.547
law,ofin,òfin,trust,0.547
independence,ominira,òmìnira,trust,0.547
heritage,ogún,àjogúnbá,trust,0.547
engaging,lowosi,fanimọ́ra,trust,0.547
friendly,ore,bí-ọ̀rẹ́,trust,0.547
provide,pese,pèsè,trust,0.547
temperate,iwọntunwọnsi,ìwọ̀ntúnwọ̀nsì,trust,0.547
liberty,ominira,òmìnira,trust,0.547
invocation,epe,ògèdè,trust,0.547
securities,sikioriti,ìpín-ìdókówò,trust,0.547
proud,igberaga,ìgbéraga,trust,0.547
eyewitness,ẹlẹri,ẹlẹ́rì,trust,0.547
prudent,amoye,amòye,trust,0.547
conciliation,ilaja,ìlàjà,trust,0.547
govern,ṣe akoso,ṣàkóso,trust,0.547
registry,iforukọsilẹ,ìforúkọsílẹ̀,trust,0.547
ancestral,baba -nla,baba-ńlá,trust,0.547
memorable,to sese,wàníràntí,trust,0.539
obedience,igboran,ìgbọràn,trust,0.539
applause,iyin,àtẹ́wọ́,trust,0.539
responsive,idahun,ìdáhùn,trust,0.539
ensemble,akopọ,àkọpọ̀ orin,trust,0.539
proctor,oluṣeto,alámòjútó,trust,0.539
tantamount,iye,túmọ̀sí,trust,0.539
define,setumo,ki oríkì,trust,0.539
obvious,kedere,hànde,trust,0.539
inimitable,inimitable,àìṣeékọ́ṣe,trust,0.539
architecture,faaji,ọ̀mọlé,trust,0.539
instructions,awọn ilana,àwọn ìlànà,trust,0.539
eager,ni itara,ìtara,trust,0.539
perfect,pipe,pétán,trust,0.539
uncensured,ti ko ni aabo,àìfòfindè,trust,0.539
admitting,gbigba,gbígbà,trust,0.539
obliging,ọranyan,ìdùnnú,trust,0.539
immovable,aidibajẹ,àìṣeésún,trust,0.539
inoculation,inoculation,àjẹsára,trust,0.539
recovery,imularada,ìpadàbọ̀sípò,trust,0.539
antidote,antidote,ẹ̀rọ̀,trust,0.539
reinforcements,reinforcements,àwọn ìrànlọ́wọ́,trust,0.539
watchman,oluṣọ,ọlọ́dẹ,trust,0.539
regularity,deede,ìṣedéédé,trust,0.539
institute,ile -ẹkọ,ilé-ẹ̀kọ́,trust,0.539
delightful,igbadun,ìgbádùn,trust,0.539
exalted,gbega,gbéga,trust,0.539
chronicle,akoole,ìtàn,trust,0.539
relevant,ti o yẹ,ṣe pàtàkì,trust,0.539
stamina,ìfaradà,ìlókun,trust,0.539
choices,awọn aṣayan,àwọn àṣàyàn,trust,0.539
chastity,iwa mimọ,ìsáfẹ́ṣẹ̀,trust,0.539
forefathers,awon baba nla,àwọn babáńlá,trust,0.539
majority,poju,ọ̀pọ̀lọpọ̀,trust,0.539
psalms,psalmu,àwọn orin mímọ́,trust,0.539
aspiring,ifẹkufẹ,ìfẹ́kúfẹ̀,trust,0.539
cradle,jojolo,ìkòkó,trust,0.531
doubtless,aniani,àìṣiyèméjì,trust,0.531
ballot,iwe idibo,ìwé-ìdìbò,trust,0.531
princely,ọmọ -alade,ọmọ-aládé,trust,0.531
inseparable,ti a ko le pin,àìṣeépínyà,trust,0.531
hospital,ile iwosan,ilé-ìwòsàn,trust,0.531
dependent,ti o gbẹkẹle,àláìlómìnira,trust,0.531
seal,edidi,àfarahẹ,trust,0.531
bride,iyawo,ìyàwó-àṣẹ̀ṣẹ̀gbé,trust,0.531
refuge,ibi aabo,ibi-ìsádi,trust,0.531
retirement,ifẹhinti lẹnu iṣẹ,ìfẹ̀yìntì lẹ́nu iṣẹ́,trust,0.531
answerable,idahun,aṣeédáhùn,trust,0.531
deed,iṣe,ìṣesí,trust,0.531
school,ile -iwe,ilé-ẹ̀kọ́,trust,0.531
omniscient,ologbon,amo-ohun-gbogbo,trust,0.531
deliverance,itusile,ìtúsílẹ̀,trust,0.531
transcript,tiransikiripiti,àdàkọ,trust,0.531
bloom,gbin,rúwé,trust,0.531
center,aarin,àárín gbùngbùn,trust,0.531
strive,gbìyànjú,gbìyànjú,trust,0.531
terms,awọn ofin,àwọn òfin,trust,0.531
verily,nitilytọ,lóòtọ́,trust,0.531
rescue,igbala,gbàlà,trust,0.531
immunization,ajesara,àjẹsára,trust,0.531
heavens,awon orun,àwọn ọ̀run,trust,0.531
sponsor,onigbowo,onígbọ̀wọ́,trust,0.531
candid,lododo,lódodo,trust,0.531
analyst,oluyanju,ayànàná,trust,0.531
edification,atunse,ìlanilọ́yẹ̀,trust,0.531
evergreen,alawọ ewe,kìí tí,trust,0.531
expedient,anfaani,ànfàní,trust,0.531
fraternal,arakunrin,ajẹmọ́ ọkùnrin,trust,0.531
accompaniment,ifowosowopo,Síṣẹ̀-n-tẹ̀lé,trust,0.531
firstborn,akọbi,àkọ́bí,trust,0.531
approbation,ifọwọsi,ìfọwọ́sí,trust,0.527
winning,gba,ìborí,trust,0.523
adoration,ijosin,ìnífẹ̀,trust,0.523
graduation,ipari ẹkọ,ìkẹ́kọ̀ọ́jáde,trust,0.523
honeymoon,ijẹfaaji ijẹfaaji tọkọtaya,ìsimi lọ́kọláya,trust,0.523
dictionary,iwe -itumọ,ìwe-atúmọ̀,trust,0.523
coronation,itẹ -ọba,ìfinijoyè,trust,0.523
notable,ohun akiyesi,lókìkí,trust,0.523
paragon,paragon,àwòkọ́ṣe,trust,0.523
improvement,ilọsiwaju,àtúnṣe,trust,0.523
hug,famọra,dìmọ́,trust,0.523
chaplain,alufa,àlùfáà,trust,0.523
commonwealth,apapọ orilẹ -ede,àwọn-orílẹ̀-èdè-olómìnira,trust,0.523
celebration,ajoyo,àjọyọ̀,trust,0.523
ourselves,ara wa,ara wa,trust,0.523
ratify,fọwọsi,fọwọ́sí,trust,0.523
account,iroyin,ìròyìn,trust,0.523
salutary,ikini,ìwà lálàfíà,trust,0.523
unbroken,ti ko ya,àìfọ́,trust,0.523
taught,kọwa,kọ́,trust,0.523
powerful,alagbara,lágbára,trust,0.523
correctness,atunse,àtúnṣe,trust,0.523
captivate,ṣe ifamọra,fanimọ́ra,trust,0.523
award,eye,àmì-ẹ̀yẹ,trust,0.523
liberate,igbala,Sọ dòmìnira,trust,0.523
connoisseur,onimọran,àgbà-ọ̀jẹ̀,trust,0.523
countenance,oju,ìrísí-ojú,trust,0.523
neighbor,aladugbo,aládùgbó,trust,0.523
laureate,laureate,àmì-ẹ̀yẹ,trust,0.523
nobility,ọlọla,ẹni-iyì,trust,0.523
unimpeached,alaimọ,àìrọ̀lóyè,trust,0.523
elevation,igbega,ìgbéga,trust,0.523
benedictory,ofin rere,àdúrà ààbò,trust,0.523
feeling,rilara,ìmọ̀lára,trust,0.518
sentinel,onigbagbo,ọlọ́dẹ,trust,0.516
minded,lokan,ní lọ́kàn,trust,0.516
obstetrician,alamọdaju,agbẹ̀bí,trust,0.516
tribunal,ile -ẹjọ,ilé-ẹjọ́,trust,0.516
management,isakoso,ìṣàkóso,trust,0.516
association,idapo,ẹgbẹ́,trust,0.516
passwords,awọn ọrọigbaniwọle,ọ̀rọ̀-ìgbaniwọlé,trust,0.516
framework,ilana,ìlànà,trust,0.516
deserve,yẹ,tọ́sí,trust,0.516
compliment,iyin,ìkíni,trust,0.516
committee,igbimọ,ìgbìmọ̀,trust,0.516
freely,larọwọto,tọ̀fẹ́-tọ̀fẹ́,trust,0.516
fully,ni kikun,ní kíkún,trust,0.516
tender,tutu,owó,trust,0.516
perpetuity,ayeraye,aláìlópin,trust,0.516
confession,ijewo,Ìjẹ́wọ́-ẹ̀ṣẹ̀,trust,0.516
remedy,atunse,àtúnṣe,trust,0.516
formative,agbekalẹ,ìgbékalẹ̀,trust,0.516
predominant,bori,wọ́pọ̀,trust,0.516
reverie,reverie,ṣìràrán,trust,0.516
organization,agbari,àjọ,trust,0.516
pray,gbadura,gbàdúrà,trust,0.516
advent,dide,ìṣẹ̀lẹ̀,trust,0.516
credit,gbese,gbèsè,trust,0.516
measure,wiwọn,wọ̀n,trust,0.516
inform,fun,fisùn,trust,0.516
enchanted,enchanted,ìṣújú,trust,0.516
nobleman,ọlọla,ẹni iyì,trust,0.516
amen,amin,àmín,trust,0.516
volunteer,oluyọọda,iṣẹ́ àtinúwá,trust,0.509
confessional,ijẹwọ,ìjẹ́wọ́ ẹ̀ṣẹ̀,trust,0.508
housewife,iyawo ile,ìyàwo ilé,trust,0.508
automatic,laifọwọyi,láìfọwọ́yí,trust,0.508
reward,ère,èrè,trust,0.508
philosopher,onimoye,amòye,trust,0.508
venerable,venerable,àgbàlagbà,trust,0.508
shepherd,oluṣọ -agutan,olùṣọ́-àgùtàn,trust,0.508
enable,jeki,jẹ́kí,trust,0.508
patronage,patronage,ìrànlọ́wọ́,trust,0.508
tolerance,ifarada,ìfaradà,trust,0.508
admissible,itẹwọgba,ìtẹ́wọ́gbà,trust,0.508
custodian,olutọju,olùtọ́jú,trust,0.508
intact,mule,láìfọwọ́kàn,trust,0.508
virgin,wundia,wúndíá,trust,0.508
accolade,iyin,oríyìn,trust,0.508
savor,adun,adùn,trust,0.508
diversity,oniruuru,onírúurú,trust,0.508
constable,olopa,ọlọ́pà,trust,0.508
amour,amour,ìbálópọ̀,trust,0.508
unsurpassed,alailẹgbẹ,aláìlẹ́gbẹ́,trust,0.508
courtship,ibaṣepọ,àfẹ́sọ́nà,trust,0.508
instruct,kọ,kọ́,trust,0.508
policy,imulo,ìpinnu,trust,0.508
priest,alufa,àlùfáà,trust,0.508
sovereign,ọba,olórí,trust,0.508
lieutenant,ọ̀gágun,ọ̀gágun,trust,0.508
beautification,ẹwa,ìfúnlẹ́wà,trust,0.508
vouch,ẹri,fidánilójú,trust,0.508
medical,egbogi,ìṣègùn,trust,0.508
forgiving,idariji,dídáríjí,trust,0.508
undying,tí kò kú,kìí kú,trust,0.5
pious,olooto,páyà,trust,0.5
pontiff,pontiff,àlùfáà,trust,0.5
alive,laaye,alààyè,trust,0.5
vindication,idalare,ìdáláre,trust,0.5
infallibility,ailagbara,àìlákùdé,trust,0.5
gateway,ẹnu -ọna,ẹnu-ọ̀nà,trust,0.5
timing,ìlà,Àsìkò ìṣẹ̀lẹ̀,trust,0.5
retain,idaduro,dá dúdró,trust,0.5
guard,oluso,ẹ̀sọ́,trust,0.5
doctrine,ẹkọ,ìgbàgbọ́,trust,0.5
darling,olufẹ,olólùfẹ́,trust,0.5
synchronize,muṣiṣẹpọ,ṣíṣẹ̀-n-tẹ̀lé,trust,0.5
backer,alatilẹyin,alátìlẹyìn,trust,0.5
religions,awọn ẹsin,àwọn ẹ̀sìn,trust,0.5
birth,ibimọ,bímọ,trust,0.5
warden,alabojuto,alábòjútó,trust,0.5
optimist,ireti,onírètí,trust,0.5
majesty,ọlanla,ọláńlá,trust,0.5
info,alaye,àlàyé,trust,0.5
nerds,awure,àgbà-ọ̀jẹ̀,trust,0.5
superman,alagbara,alágbára,trust,0.5
instruction,itọnisọna,ìtọ́nisọ́nà,trust,0.5
indelible,aidibajẹ,àìlèyípadà,trust,0.5
watchful,ṣọra,ṣọ́ra,trust,0.5
guru,guru,olùkọ́,trust,0.5
related,ti o ni ibatan,jọra,trust,0.5
personal,ti ara ẹni,àdáni,trust,0.5
romantic,ifẹ,ìfẹ́,trust,0.5
treasure,ìṣúra,ìṣúra,trust,0.5
infinity,ailopin,àìlópin,trust,0.5
badge,baaji,àkọmọ̀nà,trust,0.5
apologetic,aforiji,tọrọ àforíjì,trust,0.5
harbor,abo,ibùdókọ̀,trust,0.492
grandchildren,awon omo omo,àwọn ọmọọmọ,trust,0.492
efforts,akitiyan,akitiyan,trust,0.492
aspire,lepa,lépa,trust,0.492
improve,mu dara,túnṣe,trust,0.492
laudatory,laudatory,ìyìn,trust,0.492
judgement,idajọ,ìdájọ́,trust,0.492
radiance,itanna,tànmọ́lẹ̀,trust,0.492
grow,dagba,tànmọ́lẹ̀,trust,0.492
synonymous,bakannaa,irúkanáà,trust,0.492
salute,kí,kí,trust,0.492
popularity,gbale,òkìkí,trust,0.492
hosannah,hosannah,ìyìn-ògo,trust,0.492
sheriff,Sheriff,agbófinró,trust,0.492
contributor,olùkópa,olùkópa,trust,0.492
attraction,ifamọra,ìfanimọ́ra,trust,0.492
constitute,je,fiṣe,trust,0.492
formality,formality,àpẹrẹ-iṣẹ́,trust,0.492
church,ijo,ilé-ìjọsìn,trust,0.492
jubilant,jubilant,afòfáyọ̀,trust,0.492
hardy,lile,líle,trust,0.492
inevitable,eyiti ko,àìṣeékọ̀,trust,0.492
moderator,oniwontunniwonsi,oníwọ̀túnwọ̀nsì,trust,0.492
privy,mọ,ilé-ìgbọ̀nsẹ̀,trust,0.492
psalm,Psalm,àwọn orin mímọ́,trust,0.492
chairman,alaga,alága,trust,0.492
spokesman,agbẹnusọ,agbẹnusọ,trust,0.492
fellow,elegbe,ẹlẹ́gbẹ́,trust,0.492
musical,orin,ajẹmọ́-orin,trust,0.492
endow,fi fun,lẹ́bùn,trust,0.492
elegance,didara,ọ̀ṣọ́,trust,0.492
proverbs,owe,òwe,trust,0.492
umpire,onidajọ,adarí-ayò,trust,0.492
crowning,ade,ìdéládé,trust,0.484
concord,adehun,ìṣọ̀kan,trust,0.484
confess,jẹwọ,jẹ́wọ́-ẹ̀sẹ̀,trust,0.484
sweet,dun,dùn,trust,0.484
colonel,Kononeli,kọ́nẹ́lì,trust,0.484
armor,ihamọra,ìhámọ́ra,trust,0.484
forecast,asọtẹlẹ,àsọtẹ́lẹ̀,trust,0.484
hire,bẹwẹ,bẹ̀lọ́wẹ̀,trust,0.484
favorite,ayanfẹ,àyànfẹ́,trust,0.484
enjoy,gbadun,gbádùn,trust,0.484
clean,mimọ,mọ́,trust,0.484
arbiter,arbiter,adájọ́,trust,0.484
found,ri,rí,trust,0.484
assembly,apejọ,àpèjọ,trust,0.484
path,ọna,ojú-ònà,trust,0.484
referee,onidajọ,adarí-ayò,trust,0.484
affection,ìfẹni,ìnífẹ̀sí,trust,0.484
depth,ijinle,ìjìnlẹ̀,trust,0.484
police,olopa,ọlọ́pà,trust,0.484
approbate,fọwọsi,fọwọ́sí,trust,0.484
diagnosis,okunfa,ìdámọ̀-àìsàn,trust,0.484
like,fẹran,fẹ́ràn,trust,0.484
voucher,iwe -ẹri,ìwé-ẹ̀rí-ọjà,trust,0.484
ranger,oluṣọ,olùṣọ́,trust,0.484
income,owo oya,owó-ọ̀yà,trust,0.484
laudation,iyin,ìgbóríyìn,trust,0.484
romance,fifehan,fìfẹ́hàn,trust,0.484
countryman,ara ilu,ọmọ-ìlú,trust,0.484
episcopal,episcopal,ìjọ-àlùfáà,trust,0.477
sacrifice,ìrúbọ,ẹbọ,trust,0.477
signature,ibuwọlu,ìbuwọ́lù,trust,0.477
frank,otitọ,sòtítọ́,trust,0.477
word,ọrọ,ọ̀rọ̀,trust,0.477
purely,odasaka,ní mímọ́,trust,0.477
mathematical,mathematiki,ajẹmọ́-ìṣirò,trust,0.477
votive,oludibo,àdúrà,trust,0.477
pastor,aguntan,olùṣọ́ àgètàn,trust,0.477
calculator,isiro,ẹ̀rọ aṣèṣirò,trust,0.477
follow,tẹle,tẹ̀lé,trust,0.477
lamb,ọdọ Aguntan,ọ̀dọ́ àgùntàn,trust,0.477
apologize,gafara,tọrọ àforíjì,trust,0.477
putative,putative,èròngbà,trust,0.477
glory,ogo,ògo,trust,0.477
landmark,enikeji,àlà,trust,0.477
nursery,nọsìrì,ilé-ẹ̀kọ ọmọdé,trust,0.477
policeman,ọlọpa,ọlọ́pà,trust,0.477
preponderance,ilosiwaju,agbára,trust,0.477
lover,ololufe,olólùfẹ́,trust,0.477
veracity,otitọ,ìṣòdodo,trust,0.477
consul,consul,aṣojú,trust,0.477
sermon,iwaasu,ìwàásù,trust,0.477
matter,ọrọ,ọ̀rọ̀,trust,0.477
parliament,ile igbimọ aṣofin,ilé ìgbìmọ aṣòfin,trust,0.477
sterling,sita,owó póùn,trust,0.477
counted,kà,kà,trust,0.477
expect,reti,retí,trust,0.477
tribune,agbo -ogun,olùgbèjà,trust,0.469
title,akọle,àkọ́lé,trust,0.469
capacity,agbara,níkàpá,trust,0.469
judicious,onidajọ,ìdájú,trust,0.469
underwrite,atunkọ,ìdójútófò,trust,0.469
immerse,rì bọmi,rìbọ̀,trust,0.469
cashier,owo -owo,olùtọ́jú owó,trust,0.469
recruits,recruits,àṣẹ̀sẹ̀gbà,trust,0.469
prefer,fẹ,fẹ́,trust,0.469
commission,igbimọ,ìgbìmọ̀,trust,0.469
tutelage,tutelage,ìdánikọ́,trust,0.469
gain,jèrè,jèrè,trust,0.469
religion,esin,ẹ̀sìn,trust,0.469
eagerness,itara,ìtara,trust,0.469
vicar,vicar,àlùfáà,trust,0.469
instructor,oluko,olùkọ́,trust,0.469
passion,ife gidigidi,ìfẹ́,trust,0.469
marshal,marshal,àrẹ-ọ̀nà-kákáǹfò,trust,0.469
associate,ẹlẹgbẹ,ẹlẹ́gbẹ́,trust,0.469
intended,ti pinnu,ti pinnu,trust,0.469
uncritical,alariwisi,àìrajaja,trust,0.469
dove,àdàbà,àdàbà,trust,0.469
bridesmaid,iyawo,ọ̀rẹ́-ìyàwó,trust,0.469
author,onkowe,ònkọ̀wé,trust,0.469
regal,ọba,ii ọba,trust,0.469
flagship,asia,olórí,trust,0.469
effective,doko,ṣiṣẹ́,trust,0.469
top,oke,òkè,trust,0.469
mighty,alagbara,lágbára,trust,0.469
judgment,idajọ,ìdájọ́,trust,0.469
cautious,ṣọra,ṣọ́ra,trust,0.461
fortress,odi,odi alágbára,trust,0.461
admitted,gba eleyi,gbà wọlé,trust,0.461
moorings,moorings,àye iṣẹ́-ọnà,trust,0.461
manage,ṣakoso,ṣàkóso,trust,0.461
eventually,nikẹhin,níkẹyìn,trust,0.461
