word,machine_translation,human_translation,machine_translation_updated
sumptuousness,apọju,,apọju
animate,animate,ṣo-di aye,ṣo-di aye
gorge,ọgbun,ọ̀gbun,ọ̀gbun
blackmail,ifipabanilopo,ìbanilórúkọjẹ́,ìbanilórúkọjẹ́
intuitive,ogbon inu,,ogbon inu
fidelity,iṣootọ,,iṣootọ
palliative,palliative,nkan itura,nkan itura
worthless,lásán,lásán,lásán
beguile,ẹlẹtan,ẹlẹ́tàn,ẹlẹ́tàn
uproarious,ariwo,ariwo,ariwo
excels,tayọ,,tayọ
hellish,apaadi,àìda,àìda
defense,olugbeja,,olugbeja
reputable,olokiki,,olokiki
mendacious,mendacious,aláìṣòótọ́,aláìṣòótọ́
censure,ibawi,ìfẹ̀sùnkàn,ìfẹ̀sùnkàn
worthlessly,lásán,láìtóǹkan,láìtóǹkan
retaliate,gbesan,gbẹ̀san,gbẹ̀san
fervent,tọkàntọkàn,,tọkàntọkàn
wishes,lopo lopo,ifẹọkan,ifẹọkan
encouragement,iwuri,iyanju,iyanju
conspirator,apanirun,agbèrò,agbèrò
worsened,buru sii,burú síi,burú síi
relief,iderun,,iderun
diabolical,diabolical,ajẹméṣù,ajẹméṣù
insinuating,insinuating,túmọ̀ sí,túmọ̀ sí
possessed,ti gba,ní,ní
beauty,ẹwa,,ẹwa
baptismal,baptisi,,baptisi
spiteful,lilu,lílù,lílù
kiss,fẹnuko,,fẹnuko
spirits,awọn ẹmi,,awọn ẹmi
avenger,olugbẹsan,olùgbẹ̀san,olùgbẹ̀san
frantic,alaigbọran,aláńgàná,aláńgàná
infection,ikolu,ìkọlù,ìkọlù
accuser,olufisun,olùfisùn,olùfisùn
blow,fọn,fọn,fọn
mace,abo,Ọ̀pa-àṣẹ,Ọ̀pa-àṣẹ
ribbon,tẹẹrẹ,ọja tẹrẹ́,ọja tẹrẹ́
ominous,buburu,,buburu
execrate,ṣiṣẹ,gégùn-ún,gégùn-ún
inaccuracies,aiṣedeede,àìṣedéédé,àìṣedéédé
thoughtlessly,laini ironu,àìnírònú,àìnírònú
alarmists,itaniji,ìtanijí,ìtanijí
interrupt,da gbigbi,ìdí lọ́wọ́,ìdí lọ́wọ́
finicky,finicky,àìlètẹ́lọ́rùn,àìlètẹ́lọ́rùn
romp,romp,ire ariwo,ire ariwo
shortchange,paṣipaarọ,pàṣípààrọ̀,pàṣípààrọ̀
irate,ibinu,ìbínú,ìbínú
boisterous,ariwo,ariwo,ariwo
victims,olufaragba,àwọn olùfaragbá,àwọn olùfaragbá
muss,muss,ìdàmú,ìdàmú
headache,orififo,ẹ̀fọ́rí,ẹ̀fọ́rí
precious,iyebiye,,iyebiye
shallow,aijinile,àìjinlẹ̀,àìjinlẹ̀
mistrust,aigbagbọ,ṣìgbàgbọ́,ṣìgbàgbọ́
diatribe,diatribe,ìbanilórúkọ jẹ́,ìbanilórúkọ jẹ́
missionary,ihinrere,,ihinrere
preferes,fẹran,,fẹran
tiring,agara,ìkáàrẹ́,ìkáàrẹ́
appeasing,tenilorun,n tù,n tù
abundant,lọpọlọpọ,,lọpọlọpọ
defiler,ẹlẹgbin,asọdẹ̀gbin,asọdẹ̀gbin
nightmare,alaburuku,àlákálàá,àlákálàá
ensemble,akopọ,,akopọ
unwillingly,aifẹ,láìfẹ́,láìfẹ́
nourishing,ifunni,,ifunni
user-friendly,onirọrun aṣamulo,,onirọrun aṣamulo
disguised,para,díbọ́n,díbọ́n
inordinately,lainidi,àìyẹ,àìyẹ
refutes,refutes,fi nǹkan tó lòdì hàn,fi nǹkan tó lòdì hàn
stimulating,safikun,,safikun
hotcake,hotcake,akara eyinbo,akara eyinbo
believing,onigbagbo,gbagbọ,gbagbọ
preoccupy,ṣe aniyan,àìfọkànsi,àìfọkànsi
therapeutic,iwosan,,iwosan
squeal,ariwo,ariwo,ariwo
inventor,onihumọ,,onihumọ
endow,fi fun,,fi fun
attentive,fetísílẹ,,fetísílẹ
honey,oyin,,oyin
inequitable,aidogba,àìdọ́gba,àìdọ́gba
shrewd,onilàkaye,,onilàkaye
misfortune,ibi,ibi,ibi
eminently,pataki,,pataki
obedience,igboran,,igboran
inspired,imisi,mi si,mi si
disability,ailera,àìlera,àìlera
explain,se alaye,,se alaye
rip-off,rip-pipa,ya kúrò,ya kúrò
sceptical,alaigbagbọ,siyèméjì,siyèméjì
compassion,aanu,,aanu
encouraging,iwuri,,iwuri
tremulous,iwariri,ìwárìrì,ìwárìrì
reforms,awọn atunṣe,,awọn atunṣe
imitated,afarawe,farawé,farawé
rear,ẹhin,ẹ̀yìn,ẹ̀yìn
flexibility,irọrun,,irọrun
offing,offing,ọjọ́-iwájú,ọjọ́-iwájú
ingratitude,alaimoore,àìmoore,àìmoore
strangle,pa,pa,pa
impinge,impinge,kojú,kojú
bullying,ipanilaya,ìpaniláyà,ìpaniláyà
truth,otitọ,,otitọ
exploit,lo nilokulo,lò ní lókù lò,lò ní lókù lò
racist,ẹlẹyamẹya,ẹlẹ́yámẹ̀ẹyà,ẹlẹ́yámẹ̀ẹyà
individualized,olukuluku,,olukuluku
crippling,arọ,rọ,rọ
overtakes,overtakes,kọja,kọja
tremendously,lọpọlọpọ,,lọpọlọpọ
violation,ṣẹ,ẹ̀sẹ̀,ẹ̀sẹ̀
clap,pàtẹ́wọ́,,pàtẹ́wọ́
inappropriate,aibojumu,àìbójúmu,àìbójúmu
victimizing,njiya,jẹ níyà,jẹ níyà
buggy,idamu,ilé kòkòrò,ilé kòkòrò
booze,booze,ọtí,ọtí
irregular,alaibamu,aláìbámu,aláìbámu
stranger,alejò,àlejò,àlejò
divergent,iyatọ,ìyàtọ̀,ìyàtọ̀
cheerful,idunnu,,idunnu
incensed,ibinu,ìbínú,ìbínú
progressive,onitẹsiwaju,,onitẹsiwaju
prison,tubu,túbú,túbú
coalition,iṣọkan,,iṣọkan
industrious,aisimi,,aisimi
absurdness,absurdness,ṣàsèjì,ṣàsèjì
thumbs-down,atampako-isalẹ,kọ̀,kọ̀
postpones,postpones,sún síwájú,sún síwájú
ignorance,aimokan,àìmọ̀kan,àìmọ̀kan
capricious,capricious,aláìnídánilójú,aláìnídánilójú
vagrant,alarinkiri,rìnká,rìnká
deride,ṣe yẹyẹ,ṣe yẹ̀yẹ́,ṣe yẹ̀yẹ́
filibuster,filibuster,aṣòfin,aṣòfin
languish,rọ,rọ,rọ
vixen,vixen,òjòwú-obìnrin,òjòwú-obìnrin
normality,iwuwasi,wa ni-ilani,wa ni-ilani
futile,asan,asán,asán
smut,lilu,dọ̀tí,dọ̀tí
flowery,aladodo,,aladodo
purist,purist,onifẹ òtítọ,onifẹ òtítọ
snare,ìdẹkùn,ìdẹkùn,ìdẹkùn
undo,tú,àìṣe,àìṣe
attainment,iyọrisi,,iyọrisi
frolic,ṣiṣan,ṣiṣere,ṣiṣere
fascinatingly,fanimọra,,fanimọra
elevation,igbega,,igbega
painless,laini irora,,laini irora
hallmarks,hallmarks,ǹkan gbòógì,ǹkan gbòógì
dependency,gbára,ìgbáralé,ìgbáralé
aggravated,buru si,burú sí,burú sí
noise,ariwo,ariwo,ariwo
disobedient,alaigbọran,àìgbọ́ràn,àìgbọ́ràn
tarry,idaduro,ìfẹsẹ̀palẹ̀,ìfẹsẹ̀palẹ̀
ditty,ditty,orin àdákọ,orin àdákọ
junk,ijekuje,ìjẹkújẹ,ìjẹkújẹ
humbly,onirẹlẹ,pẹlu irẹlẹ,pẹlu irẹlẹ
mournful,ṣọfọ,ṣọ̀fọ̀,ṣọ̀fọ̀
amenable,amulo,ṣe yi-lọkan pada,ṣe yi-lọkan pada
maliciousness,irira,ìríra,ìríra
blackness,dudu,ìdúdú,ìdúdú
insupportable,ailopin,àìlètìlẹ́yìn,àìlètìlẹ́yìn
poeticize,akéwì,kéwì,kéwì
melancholy,melancholy,ọ̀dẹ̀,ọ̀dẹ̀
two-faced,oju meji,olójú méjì,olójú méjì
transparent,sihin,mimọgara,mimọgara
believable,gbagbọ,se gbagbọ,se gbagbọ
greater,tobi,,tobi
overwhelming,lagbara,,lagbara
strict,ti o muna,tí ó múná,tí ó múná
creaks,creaks,ìró,ìró
plaything,nkan isere,nǹkan ìṣeré,nǹkan ìṣeré
scanty,kekere,kéré,kéré
anemic,ẹjẹ,àrùn aláìlẹ́jẹ̀tó,àrùn aláìlẹ́jẹ̀tó
die,kú,kú,kú
crummy,eruku,kò dára,kò dára
garrison,agbo ogun,,agbo ogun
inadvisably,inadvisably,àìmọ́gbọ́ndání,àìmọ́gbọ́ndání
disadvantages,alailanfani,aláìláǹfààní,aláìláǹfààní
appreciative,mọrírì,,mọrírì
cool,itura,tutu,tutu
scandalized,scandalized,ìbanilọ́kànjẹ́,ìbanilọ́kànjẹ́
riot,rogbodiyan,rògbòdìyàn,rògbòdìyàn
helper,oluranlọwọ,,oluranlọwọ
inexcusable,alaigbọwọ,àìṣiyèméjì,àìṣiyèméjì
extortion,ilokulo,gbígbá,gbígbá
politeness,ọmọluwabi,,ọmọluwabi
shark,eja Shaki,ẹja ṣáàkì,ẹja ṣáàkì
expeditiously,ni kiakia,,ni kiakia
productivity,iṣelọpọ,,iṣelọpọ
thoughtfully,ni iṣaro,,ni iṣaro
dodgy,alakikanju,àìnì òótọ́,àìnì òótọ́
sullen,ibinujẹ,lọ́ra,lọ́ra
devotional,ifọkansin,,ifọkansin
desultory,desultory,àìlétò,àìlétò
antipathy,antipathy,Àìní fẹ́,Àìní fẹ́
incompatability,aiṣedeede,àìsí-ní-ìbámu,àìsí-ní-ìbámu
killer,apaniyan,apànìyàn,apànìyàn
delude,arekereke,tàn jẹ,tàn jẹ
ethics,iwa rere,,iwa rere
ill-tempered,aláìláàánú,oníbìínú,oníbìínú
amply,pupọ,ọpọ,ọpọ
blamed,jẹbi,jẹ̀bi,jẹ̀bi
exalted,gbega,,gbega
iniquitous,aiṣedeede,burú,burú
greed,ojukokoro,ojúkòkòrò,ojúkòkòrò
exceeds,koja,,koja
openness,ìmọ,igbamọra,igbamọra
erroneously,ni aṣiṣe,ní àṣìṣe,ní àṣìṣe
honouring,ọlá,n fọla fun,n fọla fun
defect,abawọn,àbàwọ́n,àbàwọ́n
shroud,bora,fi aṣọ bora,fi aṣọ bora
unfaithful,alaisododo,àìṣòdodo,àìṣòdodo
mistaking,aṣiṣe,àṣìṣe,àṣìṣe
engaging,lowosi,,lowosi
certainty,idaniloju,,idaniloju
boost,igbelaruge,gbelarugẹ,gbelarugẹ
fancinating,fancinating,nifanimọra,nifanimọra
enthrall,iwunilori,,iwunilori
sanitary,imototo,,imototo
superstar,gbajumọ,,gbajumọ
triumph,isegun,segun,segun
antithesis,antithesis,òdì,òdì
guidebook,iwe itọsọna,,iwe itọsọna
lacking,alaini,ṣàìní,ṣàìní
fatcat,ọra,ọlọ́rọ̀,ọlọ́rọ̀
regal,ọba,,ọba
barbaric,ẹranko,ènìyàn lásán,ènìyàn lásán
gibberish,gibberish,àlùfàńsá,àlùfàńsá
falsely,eke,èké,èké
shiny,danmeremere,tàn,tàn
melodramatic,aladun,aládùn,aládùn
burnt,sun,sun,sun
dehumanize,aiṣedeede eniyan,àìsedédé ènìyàn,àìsedédé ènìyàn
symmetrical,symmetrical,dogba,dogba
trumpet,ipè,fèrè,fèrè
rabies,àrùn ibà,dìgbòlugi,dìgbòlugi
doit,se o,owó,owó
boycotts,boycotts,sátì,sátì
perplexing,idaamu,ìdààmú,ìdààmú
validate,fọwọsi,,fọwọsi
troublesome,onijogbon,níyọnu,níyọnu
hysterically,hysterically,rẹ̀rín àrínpojúdé,rẹ̀rín àrínpojúdé
communicate,ibasọrọ,,ibasọrọ
ooze,ooze,sunjáde,sunjáde
ejaculation,ejaculation,wí lojiji,wí lojiji
overbalanced,overbalanced,àpọ̀jù,àpọ̀jù
lurks,lururu,lururu,lururu
damaged,ti bajẹ,bàjẹ́,bàjẹ́
foolish,aṣiwèrè,aṣiwèrè,aṣiwèrè
greenwasher,ẹrọ fifọ alawọ ewe,ẹ̀rọ fífọ aláwọ̀ ewé,ẹ̀rọ fífọ aláwọ̀ ewé
spoil,Bàjẹ,bàjẹ́,bàjẹ́
harm,ipalara,ìpalára,ìpalára
fret,ibanuje,bẹ̀rù,bẹ̀rù
unpublished,ti a ko tẹjade,aláìtẹ̀jáde,aláìtẹ̀jáde
resolved,yanju,,yanju
misplace,ibi ti ko tọ,fisípò-àìtọ́,fisípò-àìtọ́
favorite,ayanfẹ,,ayanfẹ
gash,gaasi,ọgbẹ́,ọgbẹ́
uproot,gbongbo,fàtu,fàtu
diplomatic,oselu,,oselu
excessive,apọju,àpọ̀jù,àpọ̀jù
timidly,pelu itiju,ìbẹ̀rù,ìbẹ̀rù
build,kọ,,kọ
adorer,olufẹ,,olufẹ
election-rigger,idibo-rigger,ẹni tó dabarú ìbò,ẹni tó dabarú ìbò
enrapt,enrapt,fe mọra,fe mọra
sue,bẹbẹ,pé lẹ́jọ́,pé lẹ́jọ́
spellbind,isọkusọ,fi edi mu,fi edi mu
gymnast,elere idaraya,,elere idaraya
boycotted,boycotted,sátì,sátì
exaltingly,gbega,,gbega
revel,ṣe ayẹyẹ,,ṣe ayẹyẹ
nausea,ríru,èébì,èébì
weirdo,weirdo,eni-àjòjì,eni-àjòjì
subversively,subversively,títu,títu
extraordinarily,Iyatọ,,Iyatọ
cupping,kikopa,ìtọ́jú-onífe,ìtọ́jú-onífe
usurp,usurp,fipágbà,fipágbà
disapproved,ti a ko fọwọsi,àìfọwọ́sí,àìfọwọ́sí
porcupine,agbọn,asín,asín
perdition,ègbé,ọ̀run-àpádì,ọ̀run-àpádì
infamous,ailokiki,àìlókìkí,àìlókìkí
agitation,ibanuje,ìrusókè,ìrusókè
steward,iriju,,iriju
cruelty,ìkà,ìkà,ìkà
win,ṣẹgun,,ṣẹgun
testy,idanwo,ìbínú,ìbínú
unquestioned,unquedioned,dajudaju,dajudaju
life-threatening,idẹruba aye,léwu,léwu
calculator,isiro,,isiro
sanctification,mimo,,mimo
outcast,alaibikita,aláìbìkítà,aláìbìkítà
demands,awọn ibeere,àwọn ìbéèrè,àwọn ìbéèrè
barbarian,alaimoye,ènìyàn lásán,ènìyàn lásán
wickedly,buburu,bíburu,bíburu
god,ọlọrun,,ọlọrun
treason,arekereke,ìdìtẹ̀,ìdìtẹ̀
madder,aṣiwere,aṣiwèrè,aṣiwèrè
degenerately,degenerately,ìdíbàjẹ́,ìdíbàjẹ́
ignores,foju kọ,àìbikita,àìbikita
darken,ṣokunkun,ṣókùnkùn,ṣókùnkùn
bamboozled,bamboozled,bamboozled,bamboozled
exclusive,iyasoto,,iyasoto
grateful,dupe,,dupe
humble,onirẹlẹ,,onirẹlẹ
imprecate,imprecate,gégùn-ún,gégùn-ún
banalize,gbesele,gbésẹ̀lé,gbésẹ̀lé
disillusionment,ibanuje,ìtúsílẹ̀ kúrò nínú ìtànjẹ,ìtúsílẹ̀ kúrò nínú ìtànjẹ
miserably,laanu,ìbànújẹ́,ìbànújẹ́
twinkle,seju,,seju
doubt,iyemeji,iyèméjì,iyèméjì
obscures,ṣokunkun,ṣókùnkùn,ṣókùnkùn
spoilages,spoilages,bàjẹ́,bàjẹ́
goood,goood,dara,dara
second-tier,ipele keji,ìpele kejì,ìpele kejì
awfully,lasan,lásán,lásán
favour,ojurere,,ojurere
problems,awọn iṣoro,àwọn ìṣòro,àwọn ìṣòro
breeze,afẹfẹ,,afẹfẹ
critics,alariwisi,alárìíwísí,alárìíwísí
austerity,austerity,ìrorò,ìrorò
uglier,buruju,burẹ́wà,burẹ́wà
smelt,rùn,rùn,rùn
intimidates,deruba,dẹ́rùbà,dẹ́rùbà
foreigner,alejò,àlejò,àlejò
polite,niwa rere,,niwa rere
hostage,idimu,ìgbèkùn,ìgbèkùn
dumbfounded,dumbfounded,yalẹnu,yalẹnu
charity,alanu,ifẹni,ifẹni
quarrels,ìjà,ìjà,ìjà
irregularity,aiṣedeede,aláìbámu,aláìbámu
berth,ibudo,ibi iṣẹ,ibi iṣẹ
allegations,esun,àwọn ẹ̀sùn,àwọn ẹ̀sùn
magnificence,titobi,,titobi
sunset,Iwọoorun,,Iwọoorun
self-interested,ara-nife,nífẹ̀ẹ́ ara ẹni,nífẹ̀ẹ́ ara ẹni
preserve,se itoju,,se itoju
insinuation,insinuation,ìtumọ̀,ìtumọ̀
afflictive,ipọnju,ìpọ́njú,ìpọ́njú
bureaucracy,bureaucracy,aṣojú-ìjọba,aṣojú-ìjọba
bottom,isale,ìsàlẹ̀,ìsàlẹ̀
acrobat,akrobat,olùdárayá,olùdárayá
willingly,tinutinu,,tinutinu
bestial,bestial,ẹranko,ẹranko
elevate,gbe soke,,gbe soke
instruction,itọnisọna,,itọnisọna
bewilderment,idamu,ìyàlẹ́nu,ìyàlẹ́nu
idle,laišišẹ,ipò àìṣiṣẹ́,ipò àìṣiṣẹ́
obsessively,ifẹ afẹju,ìfẹ́ àfẹ́jù,ìfẹ́ àfẹ́jù
gravely,ibojì,ibojì,ibojì
physician,dokita,,dokita
roadster,oju opopona,ojú òpópónà,ojú òpópónà
retractable,amupada,,amupada
suspicions,ifura,ìfura,ìfura
licentiousness,ìṣekúṣe,àìfiyèsí òfin,àìfiyèsí òfin
plummet,lilu,wálẹ̀,wálẹ̀
pampered,pampered,kẹ,kẹ
nurture,tọ́jú,,tọ́jú
everlasting,ayeraye,,ayeraye
fairness,ododo,,ododo
drastic,buru,burú,burú
freaking,freaking,ń ṣàjèjì,ń ṣàjèjì
bribery,abẹtẹlẹ,àbẹ̀tẹ́lẹ̀,àbẹ̀tẹ́lẹ̀
hallucinate,hallucinate,rírí ìran,rírí ìran
hegemonism,hegemonism,ìjẹgàba,ìjẹgàba
fasting,ãwẹ,àwẹ̀,àwẹ̀
smell,orun,òórùn,òórùn
confuses,dapo,dàrú,dàrú
harpy,duru,abàmì,abàmì
unmatched,alailẹgbẹ,,alailẹgbẹ
rapid,yiyara,yara,yara
screaming,ikigbe,ìkígbe,ìkígbe
amend,tunṣe,,tunṣe
irrationality,irrationality,àìmọ́gbọ́nwá,àìmọ́gbọ́nwá
desititute,alaini,ṣaláìní,ṣaláìní
blessing,ibukun,,ibukun
hitherto,titi di isisiyi,di ìsinyìí,di ìsinyìí
rejuvenated,atunse,sọji,sọji
felonious,odaran,ọ̀daràn,ọ̀daràn
outrage,ibinu,ìbínú,ìbínú
wieldy,alagbara,pẹlu aṣẹ,pẹlu aṣẹ
dishonor,àbùkù,àbùkù,àbùkù
sloww,fa fifalẹ,fi falẹ̀,fi falẹ̀
righten,ọtun,se atunse,se atunse
defamations,awọn ẹgan,ìbanilórúkọjẹ́,ìbanilórúkọjẹ́
adversarial,alatako,alátakò,alátakò
destroys,ìparun,ìparun,ìparun
arid,gbẹ,gbẹ,gbẹ
thirst,oungbe,òùngbẹ,òùngbẹ
keenly,tọkàntọkàn,,tọkàntọkàn
poisonous,majele,májèlé,májèlé
bruised,ọgbẹ,ọgbẹ́,ọgbẹ́
plumb,plumb,òjé idiwọn,òjé idiwọn
fecal,fecal,imí,imí
impeccably,impeccably,ailabawọn,ailabawọn
peeved,peeved,ìbínú,ìbínú
subsidy,ifunni,owó-ìrànwọ́,owó-ìrànwọ́
impulsively,impulsively,pẹ̀lú agbára ìrọ́lù,pẹ̀lú agbára ìrọ́lù
spectacle,iworan,,iworan
adipose,adipose,ọ̀rá,ọ̀rá
succeed,ṣe aṣeyọri,,ṣe aṣeyọri
oppressive,aninilara,aninilára,aninilára
satin,yinrin,,yinrin
inflammation,igbona,ìgbóná,ìgbóná
sorry,binu,pẹ̀lẹ́,pẹ̀lẹ́
unappealing,alailera,aláìwuni,aláìwuni
outlandish,ajeji,àjèjì,àjèjì
delicate,elege,,elege
diversion,iyipada,,iyipada
prolific,lọpọlọpọ,,lọpọlọpọ
whimper,ariwo,ariwo,ariwo
enslave,ẹrú,ẹrú,ẹrú
cost-effective,iye owo to munadoko,ko wọn ju,ko wọn ju
buffet,ajekii,àjẹkì,àjẹkì
illegality,arufin,ìlòdìsófin,ìlòdìsófin
accepted,gba,gba,gba
unfazed,alailagbara,aifoya,aifoya
docked,docked,yọ,yọ
stodgy,alaigbọran,gbó,gbó
nurturing,títọ́jú,,títọ́jú
downhill,ibosile,ìsàlẹ̀,ìsàlẹ̀
better,dara julọ,,dara julọ
repulsion,ifaseyin,ìlépadà,ìlépadà
shortsightedness,oju kukuru,ìran kúkúrú,ìran kúkúrú
neurosis,neurosis,ààrun-ọpọlọ,ààrun-ọpọlọ
plaintiff,olufisun,olùfisùn,olùfisùn
doubted,iyemeji,iyèméjì,iyèméjì
truthfully,nitootọ,,nitootọ
exceeded,ti kọja,,ti kọja
slanderer,abanijẹ,abanijẹ́,abanijẹ́
scandel,sikandali,olùbanilọ́kànjẹ́,olùbanilọ́kànjẹ́
cajole,cajole,tan,tan
charmed,laya,,laya
stereotypically,stereotypically,lójú kan,lójú kan
thrilling,ojlofọndotenamẹ tọn,dani lorun,dani lorun
penetration,ilaluja,ìlalujá,ìlalujá
cascade,kasikedi,,kasikedi
superman,alagbara,,alagbara
oddity,oddity,àjèjì,àjèjì
mocking,ṣe ẹlẹyà,ṣe ẹlẹ́yà,ṣe ẹlẹ́yà
terrified,ẹru,ẹ̀rù,ẹ̀rù
termite,igba,fòpinsí,fòpinsí
stereotypical,stereotypical,lójú kan,lójú kan
excluded,rara,rárá,rárá
moot,moot,tí kò ní ìbámu,tí kò ní ìbámu
swear,búra,,búra
pushy,titari,tí tari,tí tari
indignity,aibikita,ìtìjú,ìtìjú
cancelling,ifagile,ìfagilé,ìfagilé
pristine,alailẹgbẹ,atetekọse,atetekọse
immoral,alaimo,aláìmọ́,aláìmọ́
unprepared,ko mura sile,àìmúrasílẹ̀,àìmúrasílẹ̀
vanguard,idabobo,,idabobo
ghastly,ibanuje,ìbànújẹ́,ìbànújẹ́
clean,mimọ,,mimọ
pillow,irọri,,irọri
folly,aṣiwère,aṣiwèrè,aṣiwèrè
excavation,excavation,wíwa-kòtò,wíwa-kòtò
devastation,iparun,ìpalára,ìpalára
gaily,gaily,inudidun,inudidun
parley,parley,àjọ àwọn ọ̀tá,àjọ àwọn ọ̀tá
apologising,aforiji,ìdáríjì,ìdáríjì
raptured,raptured,gbasoke,gbasoke
ennoble,ennoble,gbega,gbega
reaffirm,tun fi idi re mule,,tun fi idi re mule
alarmist,itaniji,ìtanijí,ìtanijí
expelled,ti jade,ti jáde,ti jáde
euphorically,euphorically,pelu ayọ,pelu ayọ
thoughtful,laniiyan,,laniiyan
violating,ṣẹ,rú òfin,rú òfin
dissolute,tuka,tú ká,tú ká
conquest,iṣẹgun,ìborí,ìborí
villianously,villianously,ìwa aburú,ìwa aburú
fleece,irun -agutan,irun-àgùtàn,irun-àgùtàn
insurmountable,ti ko le bori,àìlèborí,àìlèborí
impaired,alailera,àìlera,àìlera
crooked,wíwọ́,ẹlẹ́tàn,ẹlẹ́tàn
brave,akọni,,akọni
peeve,peeve,ìbínú,ìbínú
distinguished,yato si,,yato si
scrap,ajeku,àjẹkù,àjẹkù
bewildering,iyalẹnu,ìyàlẹ́nu,ìyàlẹ́nu
taunts,ṣáátá,àwọn ẹ̀kẹ́gàn,àwọn ẹ̀kẹ́gàn
proud,igberaga,gberaga,gberaga
cunts,awọn ẹgàn,àwọn ẹ̀gàn,àwọn ẹ̀gàn
discharge,idasilẹ,dásílẹ̀,dásílẹ̀
invalidation,aiṣedeede,ìtúká,ìtúká
skinny,tinrin,tínrín,tínrín
laughingstock,ẹrín,ẹ̀sín,ẹ̀sín
civilization,ọlaju,,ọlaju
slim,tẹẹrẹ,tẹrẹ́,tẹrẹ́
level,ipele,,ipele
hygienic,imototo,,imototo
verdicts,awọn idajọ,àwọn ìdájọ́,àwọn ìdájọ́
strengthens,arawa,,arawa
intimacy,ibaramu,,ibaramu
vertigo,vertigo,òyì,òyì
engaged,npe,,npe
lethargy,alaigbọran,aláìgbọràn,aláìgbọràn
profusion,afonifoji,lọpọlọpọ,lọpọlọpọ
break-ups,fifọ-soke,yà,yà
artisan,artisan,oniṣọna,oniṣọna
brilliant,o wu,didan mọna,didan mọna
rue,radu,àìdùnnú,àìdùnnú
yellows,ofeefee,òféfèé,òféfèé
manna,manna,mana,mana
rivalry,orogun,orogún,orogún
skewed,ìpín,dẹ̀gbẹ́,dẹ̀gbẹ́
deluded,tàn jẹ,tàn jẹ,tàn jẹ
unity,isokan,,isokan
disjointed,disjointed,àìlétò,àìlétò
puny,puny,àìnípá,àìnípá
criminal,odaran,ọ̀daràn,ọ̀daràn
marrow,ọra,ọra egungun,ọra egungun
combative,ija,ìjà,ìjà
brilliance,didan,,didan
fustigate,fustigate,takò,takò
irk,irk,bínú,bínú
philanthropist,alaanu,,alaanu
peace,alafia,,alafia
illusory,iruju,ìrújú,ìrújú
over-awe,apọju,ìyàlẹ́nu,ìyàlẹ́nu
dignity,iyì,,iyì
significance,lami,,lami
racists,ẹlẹyamẹya,ẹlẹ́yámẹ̀ẹyà,ẹlẹ́yámẹ̀ẹyà
rattles,rattles,ariwo,ariwo
illusion,iruju,ìrújú,ìrújú
dedicated,ifiṣootọ,,ifiṣootọ
expect,reti,,reti
droopy,droopy,da ẹnu kọlẹ̀,da ẹnu kọlẹ̀
worked,sise,,sise
stunt,stunt,ère géle,ère géle
gauche,gauche,aláìlóye,aláìlóye
debase,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
hacks,awọn gige,gé,gé
difficulty,iṣoro,ìṣòro,ìṣòro
spewed,yán,yán,yán
fortuitously,lojiji,,lojiji
lustrous,ifẹkufẹ,didan,didan
portable,šee gbe,,šee gbe
bulkyness,bulkyness,tóbi,tóbi
justice,idajọ,,idajọ
sociable,lawujọ,abanikẹgbẹ,abanikẹgbẹ
vulgarity,iwa palapala,àìbìkítà,àìbìkítà
eyecatch,eyecatch,fanimọra,fanimọra
fit,dada,,dada
flutter,fifa,fo nibambalẹ,fo nibambalẹ
useful,wulo,,wulo
judicial,adajọ,,adajọ
commotion,rudurudu,rúdurùdu,rúdurùdu
undesired,ti ko fẹ,àìfẹ́,àìfẹ́
long-time,o to ojo meta,pẹ́,pẹ́
plum,Pupa buulu toṣokunkun,,Pupa buulu toṣokunkun
irresponsible,alaigbọran,,alaigbọran
patriotic,ti orilẹ -ede,ifẹ ilu eni,ifẹ ilu eni
romantic,ifẹ,,ifẹ
overstatements,awọn ọrọ asọye,àwọn ọ̀rọ̀ àsọjú,àwọn ọ̀rọ̀ àsọjú
